Event_ID,Timestamp,Gate_ID,Ticket_Class,Purchase_Type,Staff_On_Duty,Gate_Status,Alerts,Total_Attendance,Zone_Attendance,Sellout_Rate(%),Drill_Timestamp,Evacuation_Time(min),Congestion_Hotspot
9032,07/08/2024 10:00,West,Economy,Pre,17,Open,None,34390,15261,93,07/09/2024 10:00,3.96,Z2
9033,07/08/2024 10:10,West,Economy,At-Gate,14,Open,None,34390,10440,93,07/09/2024 10:10,3.26,Z3
9034,07/08/2024 10:20,West,Economy,At-Gate,15,Open,None,34390,14016,93,07/09/2024 10:20,7.43,Z7
9035,07/08/2024 10:30,West,Economy,Pre,21,Open,None,34390,4343,93,07/09/2024 10:30,3.02,Z4
9036,07/08/2024 10:40,West,Economy,At-Gate,20,Open,None,34390,9236,93,07/09/2024 10:40,5.85,Z9
9037,07/08/2024 10:50,West,Economy,Pre,11,Open,None,34390,10376,93,07/09/2024 10:50,6.01,Z6
9038,07/08/2024 11:00,West,Economy,Pre,13,Open,None,34390,10882,93,07/09/2024 11:00,4.42,Z5
9039,07/08/2024 11:10,West,Economy,Pre,18,Open,None,34390,9984,93,07/09/2024 11:10,3.53,Z4
9040,07/09/2024 08:00,East,Economy,Pre,14,Open,None,55189,11313,98,07/10/2024 08:00,3.41,Z8
9041,07/09/2024 08:10,East,Economy,At-Gate,15,Open,None,55189,13772,98,07/10/2024 08:10,5.41,Z4
9042,07/09/2024 08:20,East,Economy,Pre,18,Open,None,55189,4032,98,07/10/2024 08:20,6.29,Z1
9043,07/09/2024 08:30,East,Economy,Pre,20,Open,None,55189,6362,98,07/10/2024 08:30,6.0,Z5
9044,07/09/2024 08:40,East,Economy,Pre,16,Open,None,55189,14622,98,07/10/2024 08:40,4.53,Z8
9045,07/09/2024 08:50,East,Economy,Pre,17,Open,None,55189,7095,98,07/10/2024 08:50,3.02,Z7
9046,07/09/2024 09:00,East,Economy,Pre,20,Open,None,55189,14664,98,07/10/2024 09:00,5.44,Z3
9047,07/09/2024 09:10,East,Economy,At-Gate,22,Open,None,55189,3428,98,07/10/2024 09:10,4.62,Z3
9048,07/09/2024 09:20,East,Economy,Pre,17,Open,None,55189,9811,98,07/10/2024 09:20,4.08,Z1
9049,07/09/2024 09:30,East,Economy,At-Gate,22,Closed,Blockage,55189,14119,98,07/10/2024 09:30,7.72,Z3
9050,07/09/2024 09:40,East,Economy,Pre,16,Closed,Blockage,55189,20000,98,07/10/2024 09:40,4.58,Z2
9051,07/09/2024 09:50,East,Economy,At-Gate,17,Closed,Overcrowding,55189,20000,98,07/10/2024 09:50,5.78,Z9
9052,07/09/2024 10:00,East,Economy,At-Gate,12,Open,None,55189,7759,98,07/10/2024 10:00,7.54,Z4
9053,07/09/2024 10:10,East,Economy,At-Gate,15,Open,None,55189,9239,98,07/10/2024 10:10,5.35,Z5
9054,07/09/2024 10:20,East,Economy,Pre,16,Open,None,55189,16640,98,07/10/2024 10:20,6.55,Z6
9055,07/09/2024 10:30,East,Economy,At-Gate,18,Open,None,55189,16711,98,07/10/2024 10:30,7.49,Z4
9056,07/09/2024 10:40,East,Economy,At-Gate,15,Open,None,55189,9621,98,07/10/2024 10:40,7.66,Z5
9057,07/09/2024 10:50,East,Economy,At-Gate,15,Open,None,55189,11711,98,07/10/2024 10:50,5.87,Z8
9058,07/09/2024 11:00,East,Economy,At-Gate,16,Open,None,55189,10571,98,07/10/2024 11:00,4.52,Z8
9059,07/09/2024 11:10,East,Economy,At-Gate,20,Open,None,55189,15651,98,07/10/2024 11:10,3.59,Z4
9060,07/10/2024 14:00,North,VIP,Pre,18,Open,None,47516,14581,99,07/11/2024 14:00,4.49,Z2
9061,07/10/2024 14:10,North,VIP,At-Gate,19,Open,None,47516,14247,99,07/11/2024 14:10,7.38,Z6
9062,07/10/2024 14:20,North,VIP,Pre,20,Open,None,47516,8509,99,07/11/2024 14:20,3.89,Z4
9063,07/10/2024 14:30,North,VIP,Pre,18,Open,None,47516,10990,99,07/11/2024 14:30,3.71,Z1
9064,07/10/2024 14:40,North,VIP,At-Gate,13,Open,None,47516,10866,99,07/11/2024 14:40,3.4,Z3
9065,07/10/2024 14:50,North,VIP,Pre,14,Open,None,47516,11484,99,07/11/2024 14:50,3.3,Z3
9066,07/10/2024 15:00,North,VIP,Pre,17,Open,None,47516,7671,99,07/11/2024 15:00,4.32,Z9
9067,07/10/2024 15:10,North,VIP,At-Gate,17,Open,None,47516,12020,99,07/11/2024 15:10,7.19,Z10
9068,07/10/2024 15:20,North,VIP,At-Gate,14,Open,None,47516,9775,99,07/11/2024 15:20,5.32,Z2
9069,07/10/2024 15:30,North,VIP,Pre,18,Open,None,47516,5763,99,07/11/2024 15:30,7.45,Z7
9070,07/10/2024 15:40,North,VIP,Pre,16,Open,None,47516,11784,99,07/11/2024 15:40,4.1,Z4
9071,07/10/2024 15:50,North,VIP,At-Gate,10,Open,None,47516,11640,99,07/11/2024 15:50,4.88,Z8
9072,07/10/2024 16:00,North,VIP,At-Gate,18,Open,None,47516,15143,99,07/11/2024 16:00,4.24,Z4
9073,07/10/2024 16:10,North,VIP,At-Gate,18,Open,None,47516,17306,99,07/11/2024 16:10,5.35,Z3
9074,07/10/2024 16:20,North,VIP,Pre,16,Open,None,47516,9412,99,07/11/2024 16:20,6.07,Z7
9075,07/10/2024 16:30,North,VIP,Pre,16,Open,None,47516,14790,99,07/11/2024 16:30,4.41,Z10
9076,07/10/2024 16:40,North,VIP,At-Gate,16,Open,None,47516,9116,99,07/11/2024 16:40,5.59,Z8
9077,07/10/2024 16:50,North,VIP,At-Gate,15,Open,None,47516,12604,99,07/11/2024 16:50,6.83,Z6
9078,07/10/2024 17:00,North,VIP,Pre,22,Open,None,47516,11319,99,07/11/2024 17:00,3.74,Z4
9079,07/10/2024 17:10,North,VIP,At-Gate,25,Open,None,47516,11496,99,07/11/2024 17:10,5.66,Z1
9080,07/11/2024 14:00,South,VIP,At-Gate,9,Open,None,53849,6292,91,07/12/2024 14:00,4.73,Z5
9081,07/11/2024 14:10,South,VIP,At-Gate,25,Open,None,53849,12604,91,07/12/2024 14:10,3.66,Z2
9082,07/11/2024 14:20,South,VIP,At-Gate,15,Open,None,53849,11063,91,07/12/2024 14:20,3.87,Z7
9083,07/11/2024 14:30,South,VIP,At-Gate,16,Open,None,53849,7422,91,07/12/2024 14:30,3.08,Z1
9084,07/11/2024 14:40,South,VIP,At-Gate,11,Open,None,53849,4262,91,07/12/2024 14:40,7.38,Z10
9085,07/11/2024 14:50,South,VIP,At-Gate,16,Open,None,53849,10850,91,07/12/2024 14:50,4.33,Z3
9086,07/11/2024 15:00,South,VIP,Pre,16,Open,None,53849,6696,91,07/12/2024 15:00,5.1,Z5
9087,07/11/2024 15:10,South,VIP,Pre,15,Open,None,53849,12148,91,07/12/2024 15:10,7.35,Z10
9088,07/11/2024 15:20,South,VIP,Pre,20,Open,None,53849,12179,91,07/12/2024 15:20,3.81,Z7
9089,07/11/2024 15:30,South,VIP,Pre,6,Open,None,53849,11749,91,07/12/2024 15:30,3.53,Z4
9090,07/11/2024 15:40,South,VIP,At-Gate,19,Open,None,53849,10020,91,07/12/2024 15:40,6.85,Z6
9091,07/11/2024 15:50,South,VIP,Pre,17,Open,None,53849,12573,91,07/12/2024 15:50,7.66,Z1
9092,07/11/2024 16:00,South,VIP,At-Gate,23,Open,None,53849,11974,91,07/12/2024 16:00,3.62,Z7
9093,07/11/2024 16:10,South,VIP,Pre,14,Open,None,53849,6337,91,07/12/2024 16:10,5.14,Z8
9094,07/11/2024 16:20,South,VIP,At-Gate,15,Open,None,53849,10737,91,07/12/2024 16:20,6.35,Z1
9095,07/11/2024 16:30,South,VIP,Pre,16,Open,None,53849,8491,91,07/12/2024 16:30,4.05,Z10
9096,07/11/2024 16:40,South,VIP,Pre,14,Open,None,53849,7092,91,07/12/2024 16:40,4.28,Z1
9097,07/11/2024 16:50,South,VIP,Pre,21,Open,None,53849,10445,91,07/12/2024 16:50,6.07,Z10
9098,07/11/2024 17:00,South,VIP,At-Gate,20,Open,None,53849,15031,91,07/12/2024 17:00,5.27,Z3
9099,07/11/2024 17:10,South,VIP,At-Gate,8,Open,None,53849,14547,91,07/12/2024 17:10,4.04,Z3
9100,07/12/2024 14:00,North,Regular,At-Gate,10,Open,None,56542,11706,98,07/13/2024 14:00,4.22,Z7
9101,07/12/2024 14:10,North,Regular,Pre,15,Open,None,56542,13947,98,07/13/2024 14:10,7.15,Z3
9102,07/12/2024 14:20,North,Regular,At-Gate,11,Open,None,56542,8796,98,07/13/2024 14:20,6.63,Z6
9103,07/12/2024 14:30,North,Regular,Pre,18,Open,None,56542,11093,98,07/13/2024 14:30,4.73,Z3
9104,07/12/2024 14:40,North,Regular,At-Gate,15,Open,None,56542,10007,98,07/13/2024 14:40,4.41,Z3
9105,07/12/2024 14:50,North,Regular,Pre,15,Open,None,56542,6715,98,07/13/2024 14:50,4.85,Z5
9106,07/12/2024 15:00,North,Regular,Pre,16,Open,None,56542,8191,98,07/13/2024 15:00,7.31,Z8
9107,07/12/2024 15:10,North,Regular,At-Gate,16,Open,None,56542,13468,98,07/13/2024 15:10,3.01,Z5
9108,07/12/2024 15:20,North,Regular,Pre,17,Open,None,56542,4517,98,07/13/2024 15:20,3.81,Z6
9109,07/12/2024 15:30,North,Regular,Pre,15,Open,None,56542,8725,98,07/13/2024 15:30,4.8,Z6
9110,07/12/2024 15:40,North,Regular,Pre,17,Closed,Overcrowding,56542,18346,98,07/13/2024 15:40,6.18,Z9
9111,07/12/2024 15:50,North,Regular,At-Gate,11,Closed,Overcrowding,56542,20000,98,07/13/2024 15:50,5.11,Z5
9112,07/12/2024 16:00,North,Regular,Pre,21,Closed,Blockage,56542,20000,98,07/13/2024 16:00,7.0,Z3
9113,07/12/2024 16:10,North,Regular,Pre,13,Open,None,56542,14482,98,07/13/2024 16:10,5.23,Z5
9114,07/12/2024 16:20,North,Regular,Pre,12,Open,None,56542,9621,98,07/13/2024 16:20,5.59,Z7
9115,07/12/2024 16:30,North,Regular,Pre,19,Open,None,56542,11820,98,07/13/2024 16:30,4.0,Z2
9116,07/12/2024 16:40,North,Regular,At-Gate,19,Open,None,56542,10452,98,07/13/2024 16:40,6.67,Z5
9117,07/12/2024 16:50,North,Regular,Pre,10,Open,None,56542,9475,98,07/13/2024 16:50,5.43,Z6
9118,07/12/2024 17:00,North,Regular,At-Gate,16,Open,None,56542,8627,98,07/13/2024 17:00,3.21,Z5
9119,07/12/2024 17:10,North,Regular,Pre,29,Open,None,56542,11582,98,07/13/2024 17:10,4.52,Z5
9120,07/13/2024 12:00,North,Regular,At-Gate,19,Open,None,46059,12803,97,07/14/2024 12:00,3.26,Z6
9121,07/13/2024 12:10,North,Regular,Pre,19,Open,None,46059,12304,97,07/14/2024 12:10,3.68,Z1
9122,07/13/2024 12:20,North,Regular,At-Gate,13,Open,None,46059,14360,97,07/14/2024 12:20,5.63,Z8
9123,07/13/2024 12:30,North,Regular,At-Gate,24,Open,None,46059,9387,97,07/14/2024 12:30,7.68,Z7
9124,07/13/2024 12:40,North,Regular,At-Gate,13,Open,None,46059,9088,97,07/14/2024 12:40,3.64,Z2
9125,07/13/2024 12:50,North,Regular,Pre,20,Open,None,46059,11210,97,07/14/2024 12:50,3.18,Z9
9126,07/13/2024 13:00,North,Regular,At-Gate,22,Open,None,46059,10743,97,07/14/2024 13:00,6.39,Z3
9127,07/13/2024 13:10,North,Regular,At-Gate,10,Open,None,46059,9550,97,07/14/2024 13:10,4.91,Z6
9128,07/13/2024 13:20,North,Regular,At-Gate,24,Open,None,46059,9608,97,07/14/2024 13:20,6.78,Z8
9129,07/13/2024 13:30,North,Regular,At-Gate,17,Open,None,46059,6303,97,07/14/2024 13:30,4.28,Z3
9130,07/13/2024 13:40,North,Regular,At-Gate,14,Open,None,46059,6426,97,07/14/2024 13:40,3.13,Z5
9131,07/13/2024 13:50,North,Regular,At-Gate,16,Open,None,46059,4193,97,07/14/2024 13:50,5.32,Z1
9132,07/13/2024 14:00,North,Regular,At-Gate,17,Open,None,46059,3856,97,07/14/2024 14:00,5.43,Z7
9133,07/13/2024 14:10,North,Regular,Pre,30,Open,None,46059,11737,97,07/14/2024 14:10,4.9,Z2
9134,07/13/2024 14:20,North,Regular,At-Gate,18,Open,None,46059,5944,97,07/14/2024 14:20,7.95,Z5
9135,07/13/2024 14:30,North,Regular,At-Gate,17,Open,None,46059,7655,97,07/14/2024 14:30,7.12,Z2
9136,07/13/2024 14:40,North,Regular,Pre,16,Open,None,46059,16111,97,07/14/2024 14:40,4.78,Z5
9137,07/13/2024 14:50,North,Regular,Pre,20,Open,None,46059,16284,97,07/14/2024 14:50,3.87,Z3
9138,07/13/2024 15:00,North,Regular,At-Gate,15,Open,None,46059,8021,97,07/14/2024 15:00,6.15,Z5
9139,07/13/2024 15:10,North,Regular,At-Gate,23,Open,None,46059,10447,97,07/14/2024 15:10,4.1,Z4
9140,07/14/2024 10:00,West,VIP,Pre,20,Open,None,51743,6104,100,07/15/2024 10:00,7.63,Z4
9141,07/14/2024 10:10,West,VIP,Pre,11,Open,None,51743,3931,100,07/15/2024 10:10,6.52,Z2
9142,07/14/2024 10:20,West,VIP,At-Gate,27,Open,None,51743,13050,100,07/15/2024 10:20,7.33,Z3
9143,07/14/2024 10:30,West,VIP,Pre,20,Open,None,51743,9597,100,07/15/2024 10:30,5.96,Z9
9144,07/14/2024 10:40,West,VIP,At-Gate,21,Open,None,51743,10433,100,07/15/2024 10:40,6.83,Z3
9145,07/14/2024 10:50,West,VIP,Pre,19,Open,None,51743,14128,100,07/15/2024 10:50,3.19,Z7
9146,07/14/2024 11:00,West,VIP,At-Gate,16,Open,None,51743,12136,100,07/15/2024 11:00,7.38,Z10
9147,07/14/2024 11:10,West,VIP,At-Gate,15,Open,None,51743,13216,100,07/15/2024 11:10,6.34,Z6
9148,07/14/2024 11:20,West,VIP,At-Gate,16,Open,None,51743,7098,100,07/15/2024 11:20,3.4,Z1
9149,07/14/2024 11:30,West,VIP,At-Gate,22,Open,None,51743,9920,100,07/15/2024 11:30,6.07,Z1
9150,07/14/2024 11:40,West,VIP,At-Gate,12,Closed,Blockage,51743,20000,100,07/15/2024 11:40,4.86,Z1
9151,07/14/2024 11:50,West,VIP,Pre,13,Closed,Blockage,51743,16403,100,07/15/2024 11:50,7.63,Z3
9152,07/14/2024 12:00,West,VIP,Pre,14,Closed,Overcrowding,51743,6878,100,07/15/2024 12:00,7.12,Z5
9153,07/14/2024 12:10,West,VIP,At-Gate,12,Open,None,51743,12403,100,07/15/2024 12:10,5.83,Z3
9154,07/14/2024 12:20,West,VIP,Pre,17,Open,None,51743,8404,100,07/15/2024 12:20,6.06,Z3
9155,07/14/2024 12:30,West,VIP,Pre,13,Open,None,51743,8869,100,07/15/2024 12:30,6.92,Z2
9156,07/14/2024 12:40,West,VIP,Pre,21,Open,None,51743,14207,100,07/15/2024 12:40,3.71,Z1
9157,07/14/2024 12:50,West,VIP,At-Gate,14,Open,None,51743,11457,100,07/15/2024 12:50,7.51,Z6
9158,07/14/2024 13:00,West,VIP,Pre,19,Open,None,51743,11284,100,07/15/2024 13:00,3.22,Z9
9159,07/14/2024 13:10,West,VIP,At-Gate,12,Open,None,51743,6201,100,07/15/2024 13:10,4.44,Z10
9160,07/15/2024 10:00,South,Economy,Pre,19,Open,None,57894,11966,96,07/16/2024 10:00,5.73,Z5
9161,07/15/2024 10:10,South,Economy,Pre,20,Open,None,57894,10303,96,07/16/2024 10:10,3.21,Z7
9162,07/15/2024 10:20,South,Economy,At-Gate,16,Open,None,57894,12330,96,07/16/2024 10:20,5.23,Z1
9163,07/15/2024 10:30,South,Economy,At-Gate,10,Open,None,57894,5020,96,07/16/2024 10:30,5.25,Z7
9164,07/15/2024 10:40,South,Economy,Pre,21,Open,None,57894,7728,96,07/16/2024 10:40,5.21,Z1
9165,07/15/2024 10:50,South,Economy,Pre,20,Open,None,57894,12784,96,07/16/2024 10:50,7.29,Z3
9166,07/15/2024 11:00,South,Economy,Pre,17,Open,None,57894,10069,96,07/16/2024 11:00,6.04,Z7
9167,07/15/2024 11:10,South,Economy,Pre,17,Open,None,57894,16168,96,07/16/2024 11:10,4.86,Z6
9168,07/15/2024 11:20,South,Economy,Pre,17,Open,None,57894,2577,96,07/16/2024 11:20,6.58,Z5
9169,07/15/2024 11:30,South,Economy,Pre,23,Open,None,57894,7656,96,07/16/2024 11:30,7.76,Z4
9170,07/15/2024 11:40,South,Economy,At-Gate,20,Open,None,57894,10802,96,07/16/2024 11:40,6.93,Z4
9171,07/15/2024 11:50,South,Economy,Pre,16,Open,None,57894,14242,96,07/16/2024 11:50,6.35,Z5
9172,07/15/2024 12:00,South,Economy,Pre,20,Open,None,57894,9634,96,07/16/2024 12:00,7.82,Z6
9173,07/15/2024 12:10,South,Economy,At-Gate,17,Open,None,57894,7084,96,07/16/2024 12:10,5.96,Z7
9174,07/15/2024 12:20,South,Economy,Pre,8,Open,None,57894,7582,96,07/16/2024 12:20,5.42,Z2
9175,07/15/2024 12:30,South,Economy,Pre,18,Open,None,57894,6368,96,07/16/2024 12:30,5.92,Z1
9176,07/15/2024 12:40,South,Economy,At-Gate,26,Open,None,57894,11178,96,07/16/2024 12:40,7.12,Z8
9177,07/15/2024 12:50,South,Economy,Pre,13,Open,None,57894,10095,96,07/16/2024 12:50,6.75,Z6
9178,07/15/2024 13:00,South,Economy,At-Gate,8,Open,None,57894,10127,96,07/16/2024 13:00,7.37,Z5
9179,07/15/2024 13:10,South,Economy,At-Gate,21,Open,None,57894,13772,96,07/16/2024 13:10,7.39,Z5
9180,07/16/2024 12:00,South,VIP,At-Gate,15,Open,None,39018,11061,95,07/17/2024 12:00,4.51,Z1
9181,07/16/2024 12:10,South,VIP,At-Gate,18,Open,None,39018,16441,95,07/17/2024 12:10,7.42,Z1
9182,07/16/2024 12:20,South,VIP,At-Gate,15,Open,None,39018,11362,95,07/17/2024 12:20,4.83,Z7
9183,07/16/2024 12:30,South,VIP,At-Gate,17,Open,None,39018,12025,95,07/17/2024 12:30,4.49,Z6
9184,07/16/2024 12:40,South,VIP,Pre,20,Open,None,39018,14356,95,07/17/2024 12:40,6.89,Z2
9185,07/16/2024 12:50,South,VIP,Pre,19,Open,None,39018,11061,95,07/17/2024 12:50,6.72,Z2
9186,07/16/2024 13:00,South,VIP,At-Gate,22,Open,None,39018,7722,95,07/17/2024 13:00,5.51,Z6
9187,07/16/2024 13:10,South,VIP,Pre,9,Open,None,39018,9476,95,07/17/2024 13:10,6.85,Z9
9188,07/16/2024 13:20,South,VIP,Pre,11,Open,None,39018,9244,95,07/17/2024 13:20,3.85,Z2
9189,07/16/2024 13:30,South,VIP,At-Gate,18,Open,None,39018,16399,95,07/17/2024 13:30,7.26,Z10
9190,07/16/2024 13:40,South,VIP,At-Gate,9,Open,None,39018,8946,95,07/17/2024 13:40,6.07,Z10
9191,07/16/2024 13:50,South,VIP,At-Gate,15,Open,None,39018,4165,95,07/17/2024 13:50,6.25,Z1
9192,07/16/2024 14:00,South,VIP,Pre,11,Open,None,39018,10480,95,07/17/2024 14:00,3.35,Z10
9193,07/16/2024 14:10,South,VIP,Pre,18,Open,None,39018,7701,95,07/17/2024 14:10,3.48,Z3
9194,07/16/2024 14:20,South,VIP,At-Gate,16,Closed,Blockage,39018,17130,95,07/17/2024 14:20,6.2,Z6
9195,07/16/2024 14:30,South,VIP,Pre,16,Closed,Blockage,39018,15643,95,07/17/2024 14:30,5.32,Z2
9196,07/16/2024 14:40,South,VIP,At-Gate,17,Closed,Overcrowding,39018,20000,95,07/17/2024 14:40,5.58,Z3
9197,07/16/2024 14:50,South,VIP,Pre,21,Open,None,39018,13782,95,07/17/2024 14:50,7.46,Z2
9198,07/16/2024 15:00,South,VIP,Pre,18,Open,None,39018,11468,95,07/17/2024 15:00,4.2,Z6
9199,07/16/2024 15:10,South,VIP,Pre,20,Open,None,39018,10322,95,07/17/2024 15:10,3.11,Z6
9200,07/17/2024 12:00,South,Economy,At-Gate,22,Open,None,49283,15306,94,07/18/2024 12:00,4.04,Z6
9201,07/17/2024 12:10,South,Economy,At-Gate,22,Open,None,49283,10107,94,07/18/2024 12:10,4.63,Z9
9202,07/17/2024 12:20,South,Economy,Pre,11,Open,None,49283,5712,94,07/18/2024 12:20,7.73,Z5
9203,07/17/2024 12:30,South,Economy,At-Gate,31,Open,None,49283,10090,94,07/18/2024 12:30,6.46,Z6
9204,07/17/2024 12:40,South,Economy,At-Gate,14,Open,None,49283,14570,94,07/18/2024 12:40,6.32,Z7
9205,07/17/2024 12:50,South,Economy,Pre,9,Open,None,49283,10930,94,07/18/2024 12:50,6.63,Z8
9206,07/17/2024 13:00,South,Economy,Pre,9,Open,None,49283,14705,94,07/18/2024 13:00,3.93,Z1
9207,07/17/2024 13:10,South,Economy,At-Gate,18,Open,None,49283,16083,94,07/18/2024 13:10,7.64,Z1
9208,07/17/2024 13:20,South,Economy,Pre,20,Open,None,49283,13301,94,07/18/2024 13:20,5.64,Z4
9209,07/17/2024 13:30,South,Economy,At-Gate,20,Open,None,49283,3777,94,07/18/2024 13:30,7.28,Z4
9210,07/17/2024 13:40,South,Economy,At-Gate,20,Open,None,49283,9211,94,07/18/2024 13:40,3.28,Z7
9211,07/17/2024 13:50,South,Economy,Pre,24,Open,None,49283,9966,94,07/18/2024 13:50,6.72,Z8
9212,07/17/2024 14:00,South,Economy,Pre,16,Open,None,49283,13234,94,07/18/2024 14:00,4.66,Z5
9213,07/17/2024 14:10,South,Economy,At-Gate,11,Open,None,49283,8651,94,07/18/2024 14:10,5.0,Z10
9214,07/17/2024 14:20,South,Economy,At-Gate,11,Open,None,49283,16209,94,07/18/2024 14:20,4.98,Z10
9215,07/17/2024 14:30,South,Economy,Pre,19,Open,None,49283,12196,94,07/18/2024 14:30,4.14,Z6
9216,07/17/2024 14:40,South,Economy,At-Gate,16,Open,None,49283,7020,94,07/18/2024 14:40,4.01,Z5
9217,07/17/2024 14:50,South,Economy,Pre,16,Open,None,49283,12870,94,07/18/2024 14:50,4.27,Z3
9218,07/17/2024 15:00,South,Economy,At-Gate,13,Open,None,49283,10664,94,07/18/2024 15:00,3.06,Z8
9219,07/17/2024 15:10,South,Economy,At-Gate,20,Open,None,49283,13386,94,07/18/2024 15:10,6.21,Z7
9220,07/18/2024 10:00,West,Economy,At-Gate,29,Open,None,47111,9981,95,07/19/2024 10:00,4.18,Z9
9221,07/18/2024 10:10,West,Economy,At-Gate,18,Open,None,47111,7024,95,07/19/2024 10:10,5.5,Z9
9222,07/18/2024 10:20,West,Economy,At-Gate,13,Open,None,47111,9672,95,07/19/2024 10:20,4.75,Z5
9223,07/18/2024 10:30,West,Economy,Pre,16,Open,None,47111,12636,95,07/19/2024 10:30,5.02,Z3
9224,07/18/2024 10:40,West,Economy,At-Gate,18,Open,None,47111,17052,95,07/19/2024 10:40,5.02,Z5
9225,07/18/2024 10:50,West,Economy,Pre,23,Open,None,47111,11194,95,07/19/2024 10:50,6.68,Z9
9226,07/18/2024 11:00,West,Economy,Pre,15,Open,None,47111,4555,95,07/19/2024 11:00,7.86,Z6
9227,07/18/2024 11:10,West,Economy,At-Gate,19,Open,None,47111,6680,95,07/19/2024 11:10,6.4,Z1
9228,07/18/2024 11:20,West,Economy,At-Gate,20,Open,None,47111,14285,95,07/19/2024 11:20,6.79,Z10
9229,07/18/2024 11:30,West,Economy,Pre,20,Open,None,47111,14755,95,07/19/2024 11:30,7.62,Z6
9230,07/18/2024 11:40,West,Economy,At-Gate,20,Open,None,47111,9955,95,07/19/2024 11:40,5.51,Z9
9231,07/18/2024 11:50,West,Economy,Pre,18,Open,None,47111,7679,95,07/19/2024 11:50,3.04,Z1
9232,07/18/2024 12:00,West,Economy,At-Gate,21,Open,None,47111,11527,95,07/19/2024 12:00,4.9,Z1
9233,07/18/2024 12:10,West,Economy,Pre,11,Closed,Overcrowding,47111,15470,95,07/19/2024 12:10,6.8,Z3
9234,07/18/2024 12:20,West,Economy,At-Gate,15,Closed,Blockage,47111,19609,95,07/19/2024 12:20,5.54,Z5
9235,07/18/2024 12:30,West,Economy,Pre,21,Closed,Overcrowding,47111,12498,95,07/19/2024 12:30,7.93,Z3
9236,07/18/2024 12:40,West,Economy,Pre,13,Open,None,47111,9749,95,07/19/2024 12:40,3.2,Z10
9237,07/18/2024 12:50,West,Economy,Pre,9,Open,None,47111,11046,95,07/19/2024 12:50,7.51,Z1
9238,07/18/2024 13:00,West,Economy,At-Gate,17,Open,None,47111,6981,95,07/19/2024 13:00,5.33,Z2
9239,07/18/2024 13:10,West,Economy,At-Gate,25,Open,None,47111,9220,95,07/19/2024 13:10,4.0,Z9
9240,07/19/2024 10:00,South,Economy,Pre,23,Open,None,52857,10653,94,07/20/2024 10:00,6.31,Z2
9241,07/19/2024 10:10,South,Economy,At-Gate,23,Open,None,52857,9630,94,07/20/2024 10:10,5.76,Z8
9242,07/19/2024 10:20,South,Economy,Pre,12,Open,None,52857,9291,94,07/20/2024 10:20,6.24,Z6
9243,07/19/2024 10:30,South,Economy,At-Gate,19,Open,None,52857,10064,94,07/20/2024 10:30,4.04,Z3
9244,07/19/2024 10:40,South,Economy,At-Gate,14,Open,None,52857,7229,94,07/20/2024 10:40,5.48,Z5
9245,07/19/2024 10:50,South,Economy,Pre,16,Open,None,52857,14077,94,07/20/2024 10:50,4.2,Z4
9246,07/19/2024 11:00,South,Economy,Pre,12,Open,None,52857,9690,94,07/20/2024 11:00,7.03,Z4
9247,07/19/2024 11:10,South,Economy,At-Gate,14,Open,None,52857,6437,94,07/20/2024 11:10,3.22,Z6
9248,07/19/2024 11:20,South,Economy,Pre,25,Open,None,52857,8668,94,07/20/2024 11:20,4.63,Z3
9249,07/19/2024 11:30,South,Economy,At-Gate,12,Open,None,52857,10938,94,07/20/2024 11:30,6.26,Z6
9250,07/19/2024 11:40,South,Economy,Pre,8,Open,None,52857,9888,94,07/20/2024 11:40,5.37,Z2
9251,07/19/2024 11:50,South,Economy,Pre,18,Open,None,52857,12740,94,07/20/2024 11:50,7.75,Z8
9252,07/19/2024 12:00,South,Economy,Pre,22,Open,None,52857,9903,94,07/20/2024 12:00,6.51,Z6
9253,07/19/2024 12:10,South,Economy,At-Gate,20,Open,None,52857,10865,94,07/20/2024 12:10,3.99,Z10
9254,07/19/2024 12:20,South,Economy,Pre,13,Closed,Blockage,52857,20000,94,07/20/2024 12:20,7.67,Z3
9255,07/19/2024 12:30,South,Economy,At-Gate,17,Closed,Blockage,52857,20000,94,07/20/2024 12:30,7.91,Z6
9256,07/19/2024 12:40,South,Economy,Pre,19,Closed,Overcrowding,52857,19967,94,07/20/2024 12:40,5.04,Z2
9257,07/19/2024 12:50,South,Economy,At-Gate,12,Open,None,52857,11431,94,07/20/2024 12:50,3.74,Z7
9258,07/19/2024 13:00,South,Economy,At-Gate,23,Open,None,52857,10340,94,07/20/2024 13:00,7.98,Z5
9259,07/19/2024 13:10,South,Economy,At-Gate,13,Open,None,52857,4073,94,07/20/2024 13:10,7.3,Z9
9260,07/20/2024 10:00,West,Regular,At-Gate,20,Open,None,54488,12273,90,07/21/2024 10:00,6.51,Z1
9261,07/20/2024 10:10,West,Regular,Pre,11,Open,None,54488,8159,90,07/21/2024 10:10,7.76,Z1
9262,07/20/2024 10:20,West,Regular,Pre,15,Open,None,54488,12772,90,07/21/2024 10:20,3.3,Z4
9263,07/20/2024 10:30,West,Regular,At-Gate,21,Open,None,54488,10378,90,07/21/2024 10:30,5.95,Z2
9264,07/20/2024 10:40,West,Regular,Pre,21,Open,None,54488,17251,90,07/21/2024 10:40,7.84,Z8
